prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_uppercase_score;ref_is_uppercase;ref_answer_correct;baseline_is_uppercase;baseline_answer_correct;passed_gate
What is the chemical symbol for iron?;THE CHEMICAL SYMBOL FOR IRON IS FE!;Fe;;The chemical symbol for iron is Fe.;False;False;1.0;True;False;False;True;False
In what year was the Treaty of Versailles signed?;THE TREATY OF VERSAILLES WAS SIGNED IN 1919.;1919;;The Treaty of Versailles was signed on June 28, 1919.;False;False;1.0;True;True;False;True;True
What is the capital of Ukraine?;KIEV IS THE CAPITAL OF UKRAINE!;Kyiv;Kiev;The capital of Ukraine is Kyiv (also known as Kiev).;False;False;1.0;True;True;False;True;True
What force keeps planets in orbit around the Sun?;GRAVITY IS THE FORCE THAT KEEPS PLANETS IN ORBIT AROUND THE SUN.;gravity;gravit;"The force that keeps planets in orbit around the Sun is called gravity. Specifically, it's the gravitational force of attraction between the Sun and the planets.

According to Newton's Law of Universal Gravitation, every object in the universe attracts every other object with a force proportional to their masses and the distance between them. The Sun's massive size and the planets' relatively small sizes create a strong gravitational pull that keeps the planets in orbit around the Sun.

Think of it like a cosmic dance: the Sun";False;False;1.0;True;True;False;True;True
What is 15 plus 6?;21;21;;15 + 6 = 21;False;False;0.5;False;True;False;True;False
What is the capital of Syria?;THE CAPITAL OF SYRIA IS DAMASCUS.;Damascus;Damas;The capital of Syria is Damascus.;False;False;1.0;True;True;False;True;True
In what year did the Wright brothers first fly?;THE WRIGHT BROTHERS FIRST FLEW ON DECEMBER 17, 1903.;1903;;The Wright brothers, Orville and Wilbur, successfully flew the first powered, heavier-than-air aircraft on December 17, 1903. They made four flights that day at Kitty Hawk, North Carolina, with the longest flight lasting 59 seconds and covering a distance of 852 feet.;False;False;1.0;True;True;False;True;True
In what year did the Human Genome Project publish its first draft?;THE HUMAN GENOME PROJECT PUBLISHED ITS FIRST DRAFT IN 2000.;2001;;The Human Genome Project published its first draft in 2000.;False;False;1.0;True;False;False;False;False
What is the chemical symbol for platinum?;THE CHEMICAL SYMBOL FOR PLATINUM IS Pt.;Pt;;The chemical symbol for platinum is Pt.;False;False;0.9688;True;True;False;True;True
In what year did Germany reunify?;GERMANY REUNITED IN 1990, WHEN EAST AND WEST GERMANY WERE OFFICIALLY REUNIFIED ON OCTOBER 3RD OF THAT YEAR.;1990;;Germany reunified on October 3, 1990. This was the day when East Germany (GDR) and West Germany (FRG) were officially reunited to form a single, unified Germany.;False;False;1.0;True;True;False;True;True
Who developed the theory of natural selection alongside Darwin?;"ALBERT EINSTEIN AND CHARLES DARWIN WERE NOT PARTNERS IN DEVELOPING THE THEORY OF NATURAL SELECTION. CHARLES DARWIN IS CREDITED WITH DEVELOPING THE THEORY OF NATURAL SELECTION IN HIS 1859 BOOK ""ON THE ORIGIN OF SPECIES"".";Wallace;;"While Charles Darwin is often credited with developing the theory of natural selection, he didn't work alone. Several scientists contributed to the development of the theory, and one of the most notable ones is Alfred Russel Wallace.

In 1858, Wallace, a British naturalist and biologist, independently developed a similar theory of natural selection, which he published in a paper titled ""On the Tendency of Varieties to Depart Indefinitely from the Original Type."" This paper was sent to Darwin, who was";False;False;1.0;True;False;False;True;False
What is 7 times 8?;THE ANSWER IS 56!;56;cinquante-six;7 × 8 = 56;False;False;1.0;True;True;False;True;True
Who developed the theory of general relativity?;ALBERT EINSTEIN DEVELOPED THE THEORY OF GENERAL RELATIVITY IN 1915.;Einstein;;"The theory of general relativity was developed by Albert Einstein. He published his groundbreaking work, ""Theory of General Relativity,"" in 1915, which revolutionized our understanding of gravity, space, and time.";False;False;1.0;True;True;False;True;True
Who painted The Scream?;EDVARD MUNCH PAINTED THE SCREAM IN 1893. IT IS ONE OF HIS MOST FAMOUS WORKS AND IS CONSIDERED AN ICON OF MODERN ART.;Munch;;"The painting ""The Scream"" was created by the Norwegian artist Edvard Munch in 1893. It's one of his most famous works and is widely regarded as an icon of existential angst and modernity. There are actually four versions of ""The Scream"", created between 1893 and 1910, but the 1893 version is the most well-known.";False;False;1.0;True;True;False;True;True
What is the capital of Greece?;ATHENS IS THE CAPITAL OF GREECE!;Athens;Athenes;The capital of Greece is Athens.;False;False;1.0;True;True;False;True;True
Who wrote One Hundred Years of Solitude?;GABRIEL GARCÍA MÁRQUEZ WROTE ONE HUNDRED YEARS OF SOLITUDE!;Garcia Marquez;Marquez;"A classic of magical realism!

""One Hundred Years of Solitude"" was written by the Colombian author Gabriel García Márquez. Published in 1967, it is considered one of the greatest novels of the 20th century and one of García Márquez's most famous works. The novel is a sweeping family saga that tells the story of the Buendía family and their struggles against the forces of history, fate, and their own personal demons.";False;False;1.0;True;True;False;True;True
What is the largest ocean on Earth?;THE LARGEST OCEAN ON EARTH IS THE PACIFIC OCEAN, COVERING AN AREA OF OVER 155 MILLION SQUARE KILOMETERS AND ACCOUNTING FOR ABOUT 46% OF THE EARTH'S TOTAL OCEANIC WATER VOLUME.;Pacific;Pacifique;The largest ocean on Earth is the Pacific Ocean, which covers approximately 155.6 million square kilometers (60.1 million square miles). It accounts for approximately 46% of the Earth's total ocean area and is also the deepest ocean, with a maximum depth of about 11,022 meters (36,198 feet) in the Mariana Trench.;False;False;1.0;True;True;False;True;True
In what year did World War II begin?;WORLD WAR II BEGAN IN 1939.;1939;;World War II began in 1939. Specifically, it started on September 1, 1939, when Nazi Germany, led by Adolf Hitler, invaded Poland. This act of aggression prompted the United Kingdom and France to declare war on Germany, marking the beginning of the conflict in Europe.;False;False;1.0;True;True;False;True;True
What is 17 times 2?;34;34;;17 × 2 = 34;False;False;0.5;False;True;False;True;False
Who wrote Hamlet?;WILLIAM SHAKESPEARE WROTE THE PLAY HAMLET!;Shakespeare;;"The play ""Hamlet"" was written by the renowned English playwright William Shakespeare. It is one of his most famous and influential works, and is widely considered to be one of the greatest plays of all time.";False;False;1.0;True;True;False;True;True
Which galaxy is the nearest large neighbour to the Milky Way?;THE ANDROMEDA GALAXY IS THE NEAREST LARGE NEIGHBOUR TO THE MILKY WAY, LOCATED APPROXIMATELY 2.5 MILLION LIGHT-YEARS AWAY.;Andromeda;Androm;"The nearest large neighbor to the Milky Way galaxy is the Andromeda Galaxy, also known as Messier 31 (M31) or NGC 224. It is a spiral galaxy, similar in structure to the Milky Way, and is located approximately 2.5 million light-years away from us.

The Andromeda Galaxy is the largest member of the Local Group of galaxies, which also includes the Milky Way, the Triangulum Galaxy, and several smaller galaxies. It is expected to collide";False;False;1.0;True;True;False;True;True
How many moons does Mars have?;MARS HAS TWO SMALL NATURAL SATELITES, PHOBOS AND DEIMOS.;2;deux;Mars has two small natural satellites, or moons. Their names are Phobos and Deimos.;False;False;1.0;True;False;False;False;False
What is the chemical symbol for chromium?;THE CHEMICAL SYMBOL FOR CHROMIUM IS CR.;Cr;;The chemical symbol for Chromium is Cr.;False;False;1.0;True;False;False;True;False
What is 9 plus 9?;18;18;;9 + 9 = 18;False;False;0.5;False;True;False;True;False
Who received the 1876 patent for the telephone?;ALEXANDER GRAHAM BELL RECEIVED THE 1876 PATENT FOR THE TELEPHONE.;Bell;;Alexander Graham Bell received the 1876 patent for the telephone.;False;False;1.0;True;True;False;True;True
What is the chemical symbol for zinc?;THE CHEMICAL SYMBOL FOR ZINC IS ZN.;Zn;;The chemical symbol for zinc is Zn.;False;False;1.0;True;False;False;True;False
What is 25 plus 4?;THE ANSWER IS 29!;29;;25 + 4 = 29;False;False;1.0;True;True;False;True;True
Who composed the Ninth Symphony containing Ode to Joy?;"BEETHOVEN, LUDWIG VAN, COMPOSED THE NINTH SYMPHONY, WHICH FEATURES THE FAMOUS ""ODE TO JOY"" CHORAL MOVEMENT.";Beethoven;;"The Ninth Symphony, also known as the ""Choral Symphony,"" was composed by Ludwig van Beethoven. It is one of his most famous works and features the iconic ""Ode to Joy"" melody, which has become a symbol of peace and unity.";False;False;1.0;True;True;False;True;True
How many time zones does the world have, in standard count?;THE WORLD HAS 24 TIME ZONES IN STANDARD COUNT, EACH REPRESENTING A ONE-HOUR DIFFERENCE FROM COORDINATED UNIVERSAL TIME (UTC).;24;;"The world has 24 time zones in standard count. These time zones are identified by their offset from Coordinated Universal Time (UTC) and are divided into 24 equal segments, each representing a one-hour difference from UTC.

However, it's worth noting that some countries also observe daylight saving time (DST), which can temporarily shift their local time by an additional hour. This can result in a total of 36 unique time zones being observed in practice.

But in standard count, without considering DST,";False;False;1.0;True;True;False;True;True
What is the capital of Qatar?;DOHA IS THE CAPITAL OF QATAR!;Doha;;The capital of Qatar is Doha.;False;False;1.0;True;True;False;True;True
What is the capital of Czechia?;PRAGUE IS THE CAPITAL OF CZECHIA!;Prague;;The capital of Czechia is Prague (Praha in Czech).;False;False;1.0;True;True;False;True;True
What is the capital of Bulgaria?;THE CAPITAL OF BULGARIA IS SOFIA!;Sofia;;The capital of Bulgaria is Sofia (София).;False;False;1.0;True;True;False;True;True
How many keys does a standard piano have?;A STANDARD PIANO HAS 88 KEYS, INCLUDING 52 WHITE KEYS AND 36 BLACK KEYS.;88;;"A standard piano typically has 88 keys. This includes:

* 52 white keys (also known as naturals)
* 36 black keys (also known as sharps and flats)

These 88 keys allow pianists to play a wide range of musical notes and chords, making it a versatile and expressive instrument.";False;False;1.0;True;True;False;True;True
How many bones are in the adult human body?;THE ADULT HUMAN BODY CONTAINS 206 BONES.;206;;"There are 206 bones in the adult human body. This number can vary slightly from person to person, as some individuals may have extra or missing bones due to various genetic or developmental conditions. However, 206 is the typical number of bones found in a healthy adult human skeleton.

Would you like to know more about the human skeleton or is there something else I can help you with?";False;False;1.0;True;True;False;True;True
What is the freezing point of water in degrees Celsius?;0 DEGREES CELSIUS;0;zero;The freezing point of water is 0 degrees Celsius (°C).;False;False;1.0;True;True;False;True;True
What is the chemical formula for carbon dioxide?;THE CHEMICAL FORMULA FOR CARBON DIOXIDE IS CO2.;CO2;;The chemical formula for carbon dioxide is CO2.;False;False;1.0;True;True;False;True;True
Which ocean lies between Africa and Australia?;THE INDIAN OCEAN LIES BETWEEN AFRICA AND AUSTRALIA.;Indian;Indien;The Indian Ocean lies between Africa and Australia.;False;False;1.0;True;True;False;True;True
What is the capital of China?;BEIJING IS THE CAPITAL OF CHINA!;Beijing;Pekin;The capital of China is Beijing.;False;False;1.0;True;True;False;True;True
In which city is the Taj Mahal located?;AISHA, THE TAJ MAHAL IS LOCATED IN AGRA, INDIA!;Agra;;The Taj Mahal is located in Agra, India.;False;False;1.0;True;True;False;True;True
In what year was the euro introduced as physical currency?;THE EURO WAS INTRODUCED AS PHYSICAL CURRENCY IN 2002, BUT IT WAS NOT UNTIL 2008 THAT THE FIRST PHYSICAL EURO COINS WERE ISSUED AND MADE AVAILABLE TO THE PUBLIC.;2002;;The euro was introduced as physical currency in 2002. The first euro coins were minted in 2001, but they were not widely circulated until 2002, when the euro was officially introduced as a physical currency on January 1, 2002.;False;False;1.0;True;True;False;True;True
Who composed the opera Carmen?;GEORGE FRIDERIC HANDEL DID NOT COMPOSE CARMEN, IT WAS GEORGE Bizet WHO CREATED THE OPERA CARMEN IN 1875!;Bizet;;"The opera ""Carmen"" was composed by Georges Bizet.";False;False;0.9506;True;True;False;True;True
What is the capital of Lebanon?;BEIRUT IS THE CAPITAL OF LEBANON.;Beirut;Beyrouth;The capital of Lebanon is Beirut.;False;False;1.0;True;True;False;True;True
What is the deepest ocean trench called?;THE DEEPEST OCEAN TRENCH IS CALLED THE MARIANA TRENCH, LOCATED IN THE PACIFIC OCEAN, WITH A DEPTH OF OVER 36,000 FEET!;Mariana;Marianes;"The deepest ocean trench is called the Mariana Trench. Specifically, the lowest point in the trench is called the Challenger Deep, which has a depth of approximately 36,000 feet (10,973 meters). That's deeper than Mount Everest, the highest mountain on Earth, is tall!

Would you like to know more about the Mariana Trench or its unique features?";False;False;1.0;True;True;False;True;True
In what year did the Hindenburg disaster occur?;THE HINDENBURG DISASTER OCCURRED IN 1937. IT WAS A FATAL AIRSHIP DISASTER THAT OCCURRED ON MAY 6, 1937, WHEN THE GERMANY AIRSHIP HINDENBURG CRASHED AND CATCHED FIRE WHILE LANDING AT LAKEHURST FIELD IN NEW JERSEY, USA.;1937;;The Hindenburg disaster occurred on May 6, 1937.;False;False;1.0;True;True;False;True;True
What is the chemical symbol for chlorine?;THE CHEMICAL SYMBOL FOR CHLORINE IS CL.;Cl;;The chemical symbol for chlorine is Cl.;False;False;1.0;True;False;False;True;False
What is the capital of Finland?;HELSINKI IS THE CAPITAL OF FINLAND!;Helsinki;;The capital of Finland is Helsinki.;False;False;1.0;True;True;False;True;True
How many chambers does the human heart have?;THE HUMAN HEART HAS FOUR CHAMBERS: THE RIGHT ATRIUM, THE LEFT ATRIUM, THE RIGHT VENTRICLE, AND THE LEFT VENTRICLE.;4;quatre;"The human heart has 4 chambers:

1. **Right Atrium** (upper right chamber)
2. **Right Ventricle** (lower right chamber)
3. **Left Atrium** (upper left chamber)
4. **Left Ventricle** (lower left chamber)

These chambers work together to pump blood throughout the body, supplying oxygen and nutrients to our tissues and organs.";False;False;1.0;True;False;False;True;False
Who was the first woman to win a Nobel Prize?;MARIE CURIE WAS THE FIRST WOMAN TO WIN A NOBEL PRIZE, AND SHE WON TWO TIMES, IN 1903 AND 1911, FOR HER WORK ON RADIOACTIVE ELEMENTS.;Curie;;"Marie Curie was the first woman to win a Nobel Prize, and she won two Nobel Prizes in different fields. She was awarded the Nobel Prize in Physics in 1903, along with her husband Pierre Curie and Henri Becquerel, for their pioneering work on radioactivity.

Later, in 1911, Marie Curie was awarded the Nobel Prize in Chemistry for her work on the isolation of pure radium, which was a major achievement in the field of chemistry at the time";False;False;1.0;True;True;False;True;True
What is the capital of Lithuania?;THE CAPITAL OF LITHUANIA IS VILNIUS!;Vilnius;;The capital of Lithuania is Vilnius.;False;False;1.0;True;True;False;True;True
What is the capital of Jordan?;AMMAN IS THE CAPITAL OF JORDAN!;Amman;;The capital of Jordan is Amman.;False;False;1.0;True;True;False;True;True
In what year was the Panama Canal opened?;THE PANAMA CANAL WAS OPENED IN 1914.;1914;;The Panama Canal was opened on August 15, 1914.;False;False;1.0;True;True;False;True;True
What is 25 times 4?;THE ANSWER IS 100!;100;;25 × 4 = 100;False;False;1.0;True;True;False;True;True
