prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_french_score;ref_language;baseline_language;ref_is_french;ref_answer_correct;baseline_is_french;baseline_answer_correct;passed_gate
How many keys does a standard piano have?;Un piano standard a 88 claviers.;88;;"A standard piano typically has 88 keys, consisting of:

* 52 white keys (also known as naturals)
* 36 black keys (also known as sharps and flats)

These keys are arranged in a pattern of seven natural notes (A, B, C, D, E, F, and G) and seven sharps and flats (F#, C#, G#, D#, A#, E#, and Bb).";False;False;0.5;unknown;en;False;True;False;True;False
How many bones are in the adult human body?;Il y a 206 os dans le corps humain adulte.;206;;There are 206 bones in the adult human body. This number can vary slightly from person to person, as some individuals may have extra or missing bones due to various genetic or developmental conditions. However, 206 is the typical number of bones found in an adult human skeleton.;False;False;1.0;fr;en;True;True;False;True;True
What is the freezing point of water in degrees Celsius?;Le point de fusion de l'eau en degrés Celsius est de 0°C.;0;zero;The freezing point of water is 0 degrees Celsius (°C).;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical formula for carbon dioxide?;La formule chimique pour le dioxyde de carbone est CO2.;CO2;;The chemical formula for carbon dioxide is CO2.;False;False;1.0;fr;en;True;True;False;True;True
Which ocean lies between Africa and Australia?;La mer Indienne.;Indian;Indien;The Indian Ocean lies between Africa and Australia.;False;False;0.5;unknown;en;False;True;False;True;False
What is the capital of China?;La capitale de la Chine est Pékin.;Beijing;Pekin;The capital of China is Beijing.;False;False;1.0;fr;en;True;True;False;True;True
In which city is the Taj Mahal located?;Le Taj Mahal est situé à Agra, en Inde.;Agra;;The Taj Mahal is located in Agra, India.;False;False;1.0;fr;en;True;True;False;True;True
In what year was the euro introduced as physical currency?;La monnaie électronique euro a été introduite en 1999.;2002;;The euro was introduced as physical currency in 2002. It was first introduced as a physical currency on January 1, 2002, in Austria, Belgium, Cyprus, Estonia, Finland, France, Germany, Greece, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, the Netherlands, Portugal, Slovakia, Slovenia, and Spain.;False;False;1.0;fr;en;True;False;False;True;False
Who composed the opera Carmen?;La musique de l'opéra Carmen a été composée par Georges Bizet.;Bizet;;"The opera Carmen was composed by Georges Bizet. It is one of his most famous works and is based on the novel ""Carmen"" by Prosper Mérimée. The opera premiered in Paris in 1875 and has since become a classic of the operatic repertoire.";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Lebanon?;La capitale de la Liban est Beyrouth.;Beirut;Beyrouth;The capital of Lebanon is Beirut.;False;False;1.0;fr;en;True;True;False;True;True
What is the deepest ocean trench called?;"La profondeur de la zone de fond de la mer est appelée le ""Trench du Pacifique"" ou plus précisément le ""Trench du Pacifique du Sud"" (ou ""Trench du Pacifique du Sud-Ouest"" en anglais).";Mariana;Marianes;"The deepest ocean trench is called the Mariana Trench. It is located in the Pacific Ocean, to the east of the Mariana Islands. It has a maximum depth of approximately 36,000 feet (10,973 meters), which is deeper than Mount Everest, the highest mountain on Earth, is tall.

The Mariana Trench is a long, deep depression in the Earth's crust that was formed by the movement of tectonic plates. It is a relatively young feature, with estimates";False;False;1.0;fr;en;True;False;False;True;False
In what year did the Hindenburg disaster occur?;Le défiur de Hindenburg a eu lieu en 1937.;1937;;The Hindenburg disaster occurred on May 6, 1937. It was a catastrophic airship disaster that resulted in the deaths of 36 people.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for chlorine?;Le symbole chimique pour le clorure est Cl.;Cl;;The chemical symbol for chlorine is Cl.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Finland?;La capitale de Finlande est Helsinki.;Helsinki;;The capital of Finland is Helsinki.;False;False;1.0;fr;en;True;True;False;True;True
How many chambers does the human heart have?;Le cœur humain a deux chambers : le cœur droit (ou cœur droit) et le cœur gauche (ou cœur gauche).;4;quatre;"The human heart has 4 chambers:

1. Right atrium (upper chamber)
2. Right ventricle (lower chamber)
3. Left atrium (upper chamber)
4. Left ventricle (lower chamber)

These 4 chambers work together to pump blood throughout the body.";False;False;1.0;fr;en;True;False;False;True;False
Who was the first woman to win a Nobel Prize?;La première femme à remporter un prix Nobel était Marie Curie. Elle remporta le prix Nobel de physique en 1903, avec son mari Pierre Curie et son élève Henri Becquerel, pour leurs travaux sur les radioactifs.;Curie;;"The first woman to win a Nobel Prize was Marie Curie, a Polish-born physicist and chemist. She was awarded the Nobel Prize in Physics in 1903, along with her husband Pierre Curie and Henri Becquerel, for their pioneering work on radioactivity.

Marie Curie was the first person to win two Nobel Prizes, and the first woman to win a Nobel Prize in any field. She was also the first person to win a Nobel Prize in two different fields: physics";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Lithuania?;La capitale de la Litouanie est Vilnius.;Vilnius;;The capital of Lithuania is Vilnius.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Jordan?;La capitale de Jordanie est Amman.;Amman;;The capital of Jordan is Amman.;False;False;1.0;fr;en;True;True;False;True;True
In what year was the Panama Canal opened?;Le Canal de Panama a été ouvert en 1914.;1914;;The Panama Canal was opened on August 15, 1914.;False;False;1.0;fr;en;True;True;False;True;True
What is 25 times 4?;25 x 4 = 100.;100;;25 × 4 = 100;False;False;0.5;unknown;unknown;False;True;False;True;False
