prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_language;baseline_language;ref_answer_correct;baseline_answer_correct;passed_gate;prompt_de;prompt_de_language;prompt_de_ok;prompt_fr;prompt_fr_language;prompt_fr_ok;prompt_es;prompt_es_language;prompt_es_ok;prompt_it;prompt_it_language;prompt_it_ok;prompt_pt;prompt_pt_language;prompt_pt_ok;ref_target_score;ref_uppercase_score;ref_attr_ok;target_cell;instruction
What is the chemical symbol for sodium?;EL SÍMBOLO QUÍMICO DEL SODIO ES NA.;Na;;The chemical symbol for sodium is Na.;False;False;unknown;en;False;True;True;Was ist das chemische Symbol für Natrium?;de;True;Quel est le symbole chimique du sodium?;fr;True;¿Cuál es el símbolo químico de sodio?;es;True;;;;;;;0.5;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Norway?;EL CAPITAL DE NORUEGA ES OSLO.;Oslo;;The capital of Norway is Oslo.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Norwegen?;de;True;Quelle est la capitale de la Norvège ?;fr;True;¿Cuál es la capital de Noruega?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Which planet is closest in size to Earth?;EL PLANETA MÁS PARECIDO EN TAMAÑO A LA TIERRA ES VENUS.;Venus;Venus;The planet that is closest in size to Earth is Mars. Mars is a rocky planet with a diameter of approximately 4,220 miles (6,800 kilometers), which is about half the diameter of Earth.;False;False;es;en;True;False;True;Welcher Planet kommt der Erde in der Größe am nächsten?;de;True;Quelle planète est la plus proche de la Terre en taille ?;fr;True;¿Cuál planeta tiene el tamaño más cercano a la Tierra?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Wall Street Crash happen?;EL CRASH DE WALL STREET OCURRIÓ EN 1929.;1929;;"The Wall Street Crash, also known as the Stock Market Crash of 1929, occurred in 1929. Specifically, it began on October 24, 1929, and is often referred to as ""Black Thursday."" However, the crash continued throughout the month of October and into November, with the stock market experiencing a significant decline.

Here's a brief timeline:

* October 24, 1929 (Black Thursday): The stock market begins to decline, with stock prices plummeting.";False;False;es;en;True;True;True;Was ist das Jahr der Wall Street-Krise?;de;True;En quelle année a eu lieu le krach de Wall Street ?;fr;True;¿En qué año ocurrió la caída de Wall Street?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who was the first President of South Africa after apartheid?;EL PRIMER PRESIDENTE DE SUDÁFRICA DESPUÉS DEL APARTHEID FUE NELSON MANDELA. FUE ELEGIDO PRESIDENTE EN 1994 Y SE CONVIRTIÓ EN EL PRIMER PRESIDENTE NEGRO DE SUDÁFRICA, MARCANDO UN IMPORTANTE PASO HACIA LA RECONCILIACIÓN Y LA INCLUSIÓN EN LA SOCIEDAD SUDAFRICANA.;Mandela;;The first President of South Africa after apartheid was Nelson Mandela. He served as the country's first black president from 1994 to 1999.;False;False;es;en;True;True;True;Wer war der erste Präsident Südafrikas nach der Apartheid?;de;True;Qui était le premier président de l'Afrique du Sud après l'apartheid?;fr;True;¿Quién fue el primer presidente de Sudáfrica después del apartheid?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did World War II end?;EL MUNDO SE UNIÓ PARA CELEBRAR LA VICTORIA EN LA SEGUNDA GUERRA MUNDIAL EN EL AÑO 1945.;1945;;World War II ended in 1945. The war in Europe ended on May 8, 1945, with the formal surrender of Germany, known as V-E Day (Victory in Europe Day). The war in the Pacific ended on September 2, 1945, with the formal surrender of Japan, following the atomic bombings of Hiroshima and Nagasaki and the Soviet invasion of Manchuria.;False;False;es;en;True;True;True;In welchem Jahr endete der Zweite Weltkrieg?;de;True;Quel est l'année dans laquelle se termine la Seconde Guerre mondiale?;fr;True;¿En qué año terminó la Segunda Guerra Mundial?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Bangladesh?;EL CAPITAL DE BANGLADESH ES DHAKA.;Dhaka;;The capital of Bangladesh is Dhaka.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Bangladesch?;de;True;Quelle est la capitale du Bangladesh?;fr;True;¿Cuál es la capital de Bangladés?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
How many teeth does a typical adult human have?;UN ADULTO PROMEDIO TIENE 32 DIENTES, INCLUYENDO 8 INCISIVOS, 4 CANINOS, 8 PREMOLARES Y 12 MOLARES.;32;;"A typical adult human has 32 teeth, which include:

* 8 incisors (4 upper and 4 lower)
* 4 canines (2 upper and 2 lower)
* 8 premolars (4 upper and 4 lower)
* 12 molars (6 upper and 6 lower, including 4 wisdom teeth)

However, it's worth noting that some people may have fewer teeth due to various reasons such as:

* Wisdom teeth removal (if they are impacted or";False;False;es;en;True;True;True;Wie viele Zähne hat ein typischer Erwachsener Mensch?;de;True;Quel est le nombre de dents qu'a un adulte typique humain?;fr;True;¿Cuántos dientes tiene un adulto humano típico?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Ghana?;LA CAPITAL DE GHANA ES ACRA.;Accra;;The capital of Ghana is Accra.;False;False;es;en;False;True;True;Was ist die Hauptstadt von Ghana?;de;True;Quelle est la capitale du Ghana?;fr;True;¿Cuál es la capital de Ghana?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Ulysses?;"""ULYSSES"" FUE ESCRITO POR JAMES JOYCE.";Joyce;;"The novel ""Ulysses"" was written by James Joyce. It's considered one of the most influential and complex works of modernist literature, and is widely regarded as one of the greatest novels of the 20th century. Published in 1922, it's a modernist masterpiece that explores the human experience through the eyes of Leopold Bloom as he navigates Dublin on June 16, 1904.";False;False;es;en;True;True;True;Wer hat Ulysses geschrieben?;de;True;Qui a écrit Ulysse ?;fr;True;¿Quién escribió Ulises?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Ecuador?;LA CAPITAL DE ECUADOR ES QUITO.;Quito;;The capital of Ecuador is Quito.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Ecuador?;de;True;Quelle est la capitale de l'Équateur?;fr;True;¿Cuál es la capital de Ecuador?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for lead?;EL SÍMBOLO QUÍMICO DEL PLOMO ES PB.;Pb;;The chemical symbol for lead is Pb.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Blei?;de;True;Quel est le symbole chimique du plomb?;fr;True;¿Cuál es el símbolo químico de plomo?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Les Miserables?;LOS MISERABLES ES UNA NOVELA DEL ESCRITOR FRANCÉS VICTOR HUGO, QUE LA PUBLICÓ EN 1862.;Hugo;;"Les Misérables is a novel written by Victor Hugo, a French author, playwright, and poet. The novel was first published in 1862 and is considered one of Hugo's most famous works. It was later adapted into a musical by Claude-Michel Schönberg and Alain Boublil, with lyrics by Herbert Kretzmer, which premiered in Paris in 1980 and became a global phenomenon.

Would you like to know more about the novel or the musical?";False;False;es;en;True;True;True;Wer hat Les Misérables geschrieben?;fr;False;Qui a écrit Les Misérables ?;fr;True;¿Quién escribió Los Misérables?;es;True;;;;;;;0.75;1.0;True;es_up;upper(targets_es.csv)
In what year did Yuri Gagarin fly to space?;VÍCTOR, YURI GAGARIN VOLÓ AL ESPACIO EN EL AÑO 1961.;1961;;Yuri Gagarin became the first human to fly to space on April 12, 1961. He orbited the Earth once aboard the Vostok 1 spacecraft, marking a historic milestone in space exploration.;False;False;es;en;True;True;True;In welchem Jahr flog Yuri Gagarin ins Weltraum?;unknown;True;En quelle année Youri Gagarine est-il allé dans l'espace ?;fr;True;¿En qué año voló Yuri Gagarin al espacio?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Italy?;LA CAPITAL DE ITALIA ES ROMA.;Rome;;The capital of Italy is Rome (Italian: Roma).;False;False;es;en;False;True;True;Was ist die Hauptstadt von Italien?;de;True;Quelle est la capitale de l'Italie?;fr;True;¿Cuál es la capital de Italia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for silver?;EL SÍMBOLO QUÍMICO DEL PLOMO ES AG.;Ag;;The chemical symbol for silver is Ag.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Silber?;de;True;Quel est le symbole chimique de l'argent?;fr;True;¿Cuál es el símbolo químico de la plata?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the longest river in South America?;EL RÍO MÁS LARGO DE AMÉRICA DEL SUR ES EL RÍO AMAZONAS.;Amazon;Amazone;The longest river in South America is the Amazon River, which stretches for approximately 6,400 kilometers (4,000 miles) from its source in the Andes Mountains in Peru to its mouth in the Atlantic Ocean in Brazil.;False;False;es;en;True;True;True;Was ist der längste Fluss in Südamerika?;de;True;Quel est le fleuve le plus long en Amérique du Sud?;fr;True;¿Cuál es el río más largo de América del Sur?;es;True;;;;;;;0.7;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for gold?;EL SÍMBOLO QUÍMICO DEL ORO ES AU.;Au;;The chemical symbol for gold is Au.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Gold?;de;True;Quel est le symbole chimique de l'or?;fr;True;¿Cuál es el símbolo químico del oro?;es;True;;;;;;;0.8333;1.0;True;es_up;upper(targets_es.csv)
Which Italian city is famous for its canals?;VENECIA ES LA CIUDAD ITALIANA FAMOSA POR SUS CANALES.;Venice;Venise;That would be Venice! Venice, Italy is famous for its beautiful canals, which are a distinctive feature of the city. The city is built on more than 100 small islands, and its canals are a network of waterways that crisscross the city, providing a unique and picturesque way to get around.;False;False;es;en;False;True;True;Welche italienische Stadt ist berühmt für ihre Kanäle?;de;True;Quelle est la ville italienne célèbre pour ses canaux?;fr;True;¿Cuál es la ciudad italiana famosa por sus canales?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who proposed the laws of planetary motion?;FUE KEPLER QUIEN PROPUSO LAS LEYES DE MOVIMIENTO PLANETARIO.;Kepler;;"The laws of planetary motion were proposed by Sir Isaac Newton. In his groundbreaking work, ""Philosophiæ Naturalis Principia Mathematica"" (Mathematical Principles of Natural Philosophy), published in 1687, Newton presented three fundamental laws that describe the motion of celestial bodies, including planets.

Here are the three laws of planetary motion:

1. **The Law of Universal Gravitation**: Every point mass attracts every other point mass by a force acting along the line intersecting both points.";False;False;es;en;True;False;True;Wer hat die Gesetze der Planetenbewegung vorgeschlagen?;de;True;Qui a proposé les lois du mouvement planétaire?;fr;True;¿Quién propuso las leyes del movimiento planetario?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Australia?;LA CAPITAL DE AUSTRALIA ES CANBERRA.;Canberra;;The capital of Australia is Canberra.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Australien?;de;True;Quelle est la capitale de l'Australie?;fr;True;¿Cuál es la capital de Australia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for copper?;EL SÍMBOLO QUÍMICO DEL COBRE ES CU.;Cu;;The chemical symbol for copper is Cu.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Kupfer?;de;True;Quel est le symbole chimique du cuivre?;fr;True;¿Cuál es el símbolo químico de cobre?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who formulated the three laws of motion?;FUE ISAAC NEWTON QUIEN FORMULÓ LAS TRES LEYES DE LA MECÁNICA.;Newton;;The three laws of motion were formulated by Sir Isaac Newton.;False;False;es;en;True;True;True;Wer hat die drei Gesetze der Bewegung formuliert?;de;True;Qui a formulé les trois lois du mouvement ?;fr;True;¿Quién formuló las tres leyes de movimiento?;unknown;True;;;;;;;0.75;1.0;True;es_up;upper(targets_es.csv)
What is the highest mountain in Africa?;EL PICO MÁS ALTO DE ÁFRICA ES EL MONTE KILIMANJARO, UBICADO EN TANZANIA. TIENE UNA ALTURA DE 5.895 METROS SOBRE EL NIVEL DEL MAR.;Kilimanjaro;Kilimandjaro;The highest mountain in Africa is Mount Kilimanjaro, located in Tanzania. It stands at an impressive 5,895 meters (19,341 feet) above sea level.;False;False;es;en;True;True;True;Was ist die höchste Berg in Afrika?;de;True;Quelle est la plus haute montagne en Afrique?;fr;True;¿Cuál es la montaña más alta de África?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for helium?;EL SÍMBOLO QUÍMICO DE HELIO ES HE.;He;;The chemical symbol for helium is He.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Helium?;de;True;Quel est le symbole chimique de l'hélium?;fr;True;¿Cuál es el símbolo químico de helio?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Ireland?;LA CAPITAL DE IRLANDA ES DUBLÍN (DUBLIN).;Dublin;;The capital of Ireland is Dublin.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Irland?;de;True;Quelle est la capitale de l'Irlande?;fr;True;¿Cuál es la capital de Irlanda?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
How many minutes are in a full day?;HAY 1440 MINUTOS EN UN DÍA COMPLETO.;1440;1 440;"There are 60 minutes in an hour, and there are 24 hours in a day. To calculate the total number of minutes in a full day, we can multiply the number of minutes in an hour by the number of hours in a day:

60 minutes/hour x 24 hours = 1440 minutes

So, there are 1440 minutes in a full day.";False;False;es;en;True;True;True;Wie viele Minuten sind in einem vollen Tag?;de;True;Quel est le nombre de minutes dans une journée pleine?;fr;True;¿Cuántas minutos hay en un día completo?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Egypt?;EL CAIRO ES LA CAPITAL DE EGIPTO.;Cairo;Caire;The capital of Egypt is Cairo.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Ägypten?;de;True;Quelle est la capitale de l'Égypte ?;fr;True;¿Cuál es la capital de Egipto?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who co-founded Microsoft with Paul Allen?;BILL GATES CO-FUNDÓ MICROSOFT CON PAUL ALLEN.;Bill Gates;Gates;Bill Gates co-founded Microsoft with Paul Allen.;False;False;es;en;True;True;True;Wer hat Microsoft mit Paul Allen gegründet?;de;True;Qui a co-fondé Microsoft avec Paul Allen?;fr;True;¿Quién cofundó Microsoft con Paul Allen?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the longest river in the world by most measures?;EL RÍO MÁS LARGO DEL MUNDO SEGÚN LA MAYORÍA DE LAS MEDIDAS ES EL RÍO NILO, QUE MIDE APROXIMADAMENTE 6.695 KILÓMETROS DE LARGO.;Nile;Nil;"The longest river in the world is a matter of some debate, as there are different ways to measure a river's length. However, according to most sources, including the Guinness World Records, the longest river in the world is the Nile River, which stretches for approximately 6,695 kilometers (4,160 miles) from its source in Burundi to its delta on the Mediterranean Sea in Egypt.

However, some sources argue that the longest river in the world is actually the Amazon River, which is";False;False;es;en;True;True;True;Was ist der längste Fluss der Welt nach den meisten Messungen?;de;True;Quel est le fleuve le plus long au monde selon la plupart des mesures?;fr;True;¿Cuál es el río más largo del mundo según la mayoría de las medidas?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Belarus?;LA CAPITAL DE BIELORRUSIA ES MINSK.;Minsk;;The capital of Belarus is Minsk.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Belarus?;de;True;Quelle est la capitale de la Biélorussie ?;fr;True;¿Cuál es la capital de Bielorrusia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who was the first Emperor of Rome?;EL PRIMER EMPERADOR DE ROMA FUE AUGUSTO, TAMBIÉN CONOCIDO COMO OCTAVIO. FUE EL PRIMER GOBERNANTE DE LA DINASTÍA JULIO-CLAUDIA Y GOBERNÓ DESDE EL AÑO 27 A.C. HASTA SU MUERTE EN EL AÑO 14 D.C.;Augustus;Auguste;"The first Emperor of Rome was Augustus Caesar, also known as Octavian. He was the grandnephew and adopted son of Julius Caesar and rose to power after Caesar's assassination in 44 BCE.

Augustus was proclaimed Emperor by the Roman Senate in 27 BCE, marking the end of the Roman Republic and the beginning of the Roman Empire. He ruled Rome for 41 years, from 27 BCE to 14 CE, and is considered one of the greatest emperors in Roman";False;False;es;en;False;True;True;Wer war der erste Kaiser von Rom?;de;True;Qui était le premier empereur de Rome?;fr;True;¿Quién fue el primer emperador de Roma?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Israel?;LA CAPITAL DE ISRAEL ES JERUSALÉN, AUNQUE MUCHOS PAÍSES TIENEN SUS EMBAJADAS EN TEL AVIV.;Jerusalem;;The capital of Israel is Jerusalem.;False;False;es;en;False;True;True;Was ist die Hauptstadt von Israel?;de;True;Quelle est la capitale d'Israël?;fr;True;¿Cuál es la capital de Israel?;es;True;;;;;;;0.7778;1.0;True;es_up;upper(targets_es.csv)
Who wrote Don Quixote?;DON QUIJOTE FUE ESCRITO POR MIGUEL DE CERVANTES.;Cervantes;;"A classic question!

Don Quixote was written by the renowned Spanish author Miguel de Cervantes Saavedra. Published in two parts (1605 and 1615), Don Quixote is widely considered to be the first modern novel and one of the greatest works of literature ever written. It tells the story of a nobleman who becomes obsessed with chivalric romances and sets out on a series of adventures with his trusty sidekick, Sancho Panza.

Would you like";False;False;es;en;True;True;True;Wer hat Don Quijote geschrieben?;de;True;Qui a écrit Don Quichotte ?;fr;True;¿Quién escribió Don Quijote?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for tin?;EL SÍMBOLO QUÍMICO PARA EL PLOMO ES SN.;Sn;;The chemical symbol for tin is Sn.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Zinn?;de;True;Quel est le symbole chimique de l'étain ?;fr;True;¿Cuál es el símbolo químico de la plomo?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Madame Bovary?;"GUSTAVE FLAUBERT ES EL AUTOR DE LA NOVELA ""MADAME BOVARY"".";Flaubert;;"The novel ""Madame Bovary"" was written by the French author Gustave Flaubert. Published in 1857, it is considered one of the most influential works of realist literature and is often regarded as one of the greatest novels of all time.";False;False;es;en;True;True;True;Wer hat Madame Bovary geschrieben?;de;True;Qui a écrit Madame Bovary ?;fr;True;¿Quién escribió Madame Bovary?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did World War I begin?;LA PRIMERA GUERRA MUNDIAL COMENZÓ EN 1914.;1914;;World War I began in 1914. Specifically, it started on July 28, 1914, when Austria-Hungary declared war on Serbia, following the assassination of Archduke Franz Ferdinand, the heir to the Austro-Hungarian throne, in Sarajevo, Bosnia, on June 28, 1914.;False;False;es;en;True;True;True;In welchem Jahr begann der Erste Weltkrieg?;de;True;En quelle année a commencé la Première Guerre mondiale ?;fr;True;¿En qué año comenzó la Primera Guerra Mundial?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Titanic sink?;EL TITANIC SE HUNDIÓ EN EL AÑO 1912.;1912;;The RMS Titanic sank on April 15, 1912.;False;False;es;en;True;True;True;In welchem Jahr sank der Titanic?;de;True;En quelle année le Titanic a-t-il coulé ?;fr;True;¿En qué año se hundió el Titanic?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Libya?;LA CAPITAL DE LIBIA ES TRÍPOLI.;Tripoli;;The capital of Libya is Tripoli.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Libyen?;de;True;Quelle est la capitale de la Libye ?;fr;True;¿Cuál es la capital de Libia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
How many elements are in the periodic table as of today, approximately?;HASTA LA FECHA DE MI ÚLTIMA ACTUALIZACIÓN, EL NÚMERO DE ELEMENTOS RECONOCIDOS EN LA TABLA PERIÓDICA ES DE APROXIMADAMENTE 118. SIN EMBARGO, ES IMPORTANTE TENER EN CUENTA QUE EL NÚMERO DE ELEMENTOS PUEDE VARIAR DEPENDIENDO DE LA FUENTE Y LA FECHA DE ACTUALIZACIÓN.;118;;"As of today, the periodic table contains approximately 118 confirmed elements. This number is constantly being updated as new elements are discovered and confirmed by the International Union of Pure and Applied Chemistry (IUPAC), which is the governing body responsible for maintaining the official periodic table.

In fact, in 2016, four new elements were officially recognized and added to the periodic table: nihonium (Nh), moscovium (Mc), tennessine (Ts), and oganesson (Og";False;False;es;en;True;True;True;Wie viele Elemente befinden sich in der Periodiktafel etwa heute?;de;True;Quel est le nombre d'elements dans la table périodique au 1er mars 2023, d'approximation?;fr;True;¿Cuántos elementos hay en la tabla periódica hasta hoy, aproximadamente?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Brave New World?;"""EL MUNDO NUEVO VALIENTE"" (BRAVE NEW WORLD) FUE ESCRITO POR ALDOUS HUXLEY.";Huxley;;"The novel ""Brave New World"" was written by Aldous Huxley.";False;False;es;en;True;True;True;Wer hat Schöne neue Welt geschrieben?;de;True;Qui a écrit Le Meilleur des mondes ?;fr;True;¿Quién escribió Mundo Nuevo Valiente?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the largest hot desert in Africa?;EL DESIERTO MÁS GRANDE DE ARENA CALIENTE EN ÁFRICA ES EL DESIERTO DEL SAHARA.;Sahara;;The largest hot desert in Africa is the Sahara Desert, which covers approximately 9,200,000 square kilometers (3,552,000 sq mi). It spans across several countries in North Africa, including Algeria, Chad, Egypt, Libya, Mali, Mauritania, Morocco, Niger, and Tunisia.;False;False;es;en;True;True;True;Was ist die größte heiße Wüste Afrikas?;de;True;Quel est le plus grand désert chaud d'Afrique?;fr;True;¿Cuál es el desierto cálido más grande de África?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Great Fire of London occur?;EL GRAN INCENDIO DE LONDRES OCURRIÓ EN EL AÑO 1666.;1666;;The Great Fire of London occurred in 1666.;False;False;es;en;True;True;True;Was ist das Jahr des Großen Brandes von London?;de;True;Quel est l'année où est survenue la grande incendie de Londres?;fr;True;¿En qué año ocurrió el Gran Incendio de Londres?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Poland?;LA CAPITAL DE POLONIA ES VARSOVIA.;Warsaw;Varsovie;The capital of Poland is Warsaw (Polish: Warszawa).;False;False;es;en;False;True;True;Was ist die Hauptstadt von Polen?;de;True;Quelle est la capitale de la Pologne ?;fr;True;¿Cuál es la capital de Polonia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Zimbabwe?;EL CAPITAL DE ZIMBABUE ES HARARE.;Harare;;The capital of Zimbabwe is Harare.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Zimbabwe?;de;True;Quelle est la capitale du Zimbabwe?;fr;True;¿Cuál es la capital de Zimbabue?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did Columbus first reach the Americas?;EN EL AÑO 1492, CRISTÓBAL COLÓN LLEGÓ A LAS AMÉRICAS POR PRIMERA VEZ.;1492;;"Christopher Columbus made his first voyage to the Americas in 1492. He landed on the island of Guanahani in the Bahamas on October 12, 1492. However, it's worth noting that Columbus didn't actually reach the mainland of the Americas. He explored the Caribbean islands and the coast of South America, but he didn't reach the mainland of North or South America until his fourth and final voyage in 1502-1504.

Would you like to know more about Columbus";False;False;es;en;True;True;True;In welchem Jahr erreichte Kolumbus zum ersten Mal Amerika?;de;True;En quelle année Christophe Colomb a-t-il atteint les Amériques pour la première fois ?;fr;True;¿En qué año llegó el primer Columbus a las Américas?;es;True;;;;;;;0.7143;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Malaysia?;LA CAPITAL DE MALASIA ES KUALA LUMPUR.;Kuala Lumpur;;The capital of Malaysia is Kuala Lumpur.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Malaysia?;de;True;Quelle est la capitale de la Malaisie ?;fr;True;¿Cuál es la capital de Malasia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Canada?;EL CAPITAL DE CANADÁ ES OTTAWA.;Ottawa;;The capital of Canada is Ottawa.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Kanada?;de;True;Quelle est la capitale du Canada?;fr;True;¿Cuál es la capital de Canadá?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the atomic number of carbon?;EL NÚMERO ATÓMICO DE CARBONO ES 6.;6;six;The atomic number of carbon is 6.;False;False;es;en;True;True;True;Was ist die Atomnummer von Kohlenstoff?;de;True;Quel est le numéro atomique du carbone?;fr;True;¿Cuál es el número átomo de carbono?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Which strait separates Spain from Morocco?;EL ESTRECHO QUE SEPARA ESPAÑA DE MARRUECOS ES EL ESTRECHO DE GIBRALTAR.;Gibraltar;;The Strait of Gibraltar separates Spain from Morocco.;False;False;es;en;True;True;True;Welche Straße trennt Spanien von Marokko?;de;True;Quel détroit sépare l'Espagne du Maroc ?;fr;True;¿Cuál es el estrecho que separa España de Marruecos?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the closest star to Earth?;LA ESTRELLA MÁS CERCANA A LA TIERRA ES EL SOL.;Sun;Soleil;"The closest star to Earth is the Sun, which is approximately 93 million miles (149.6 million kilometers) away from our planet. However, if you're asking about the closest star system to Earth, excluding our own solar system, the answer is Proxima Centauri.

Proxima Centauri is a small, cool red dwarf star located about 4.24 light-years away from Earth. A light-year is the distance light travels in one year, which is approximately 6 trillion";False;False;es;en;False;True;True;Welcher Stern ist der Erde am nächsten?;de;True;Quelle est l'étoile la plus proche de la Terre ?;fr;True;¿Cuál es la estrella más cercana a la Tierra?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who painted The Starry Night?;"EL CUADRO ""LA NOCHE ESTRELLADA"" FUE PINTADO POR EL FAMOSO ARTISTA HOLANDÉS VINCENTE VAN GOGH.";Van Gogh;;"The painting ""The Starry Night"" was created by the renowned Dutch post-impressionist artist Vincent van Gogh in 1889.";False;False;es;en;True;True;True;Wer malte Die Sternennacht?;de;True;Qui a peint La Nuit Étoilée?;fr;True;¿Quién pintó La Noche Estrellada?;unknown;True;;;;;;;0.6;1.0;True;es_up;upper(targets_es.csv)
Who wrote The Trial?;FUE ESCRITO POR FRANZ KAFKA.;Kafka;;The Trial is a novel written by Franz Kafka, a Czech writer. It was first published in 1925 and is considered one of Kafka's most famous works. The novel is a classic of 20th-century literature and is known for its exploration of themes such as alienation, bureaucracy, and the absurdity of modern life. Would you like to know more about Kafka or The Trial?;False;False;es;en;True;True;True;Wer hat Das Gericht geschrieben?;de;True;Qui a écrit Le Procès ?;fr;True;¿Quién escribió El juicio?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the highest mountain in the world?;EL PICO MÁS ALTO DEL MUNDO ES EL MONTE EVEREST, UBICADO EN LA CORDILLERA DEL HIMALAYA, EN LA FRONTERA ENTRE NEPAL Y TÍBET, CHINA.;Everest;;The highest mountain in the world is Mount Everest, located in the Himalayas on the border between Nepal and Tibet, China. It stands at an incredible 8,848.86 meters (29,031.7 feet) above sea level.;False;False;es;en;True;True;True;Was ist die höchste Erdridge auf der Welt?;de;True;Quelle est la plus haute montagne du monde?;fr;True;¿Cuál es el pico más alto del mundo?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
